[2024-07-18 12:47:48][INFO] Loading resources...
[2024-07-18 13:04:56][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:05:04][FINE] Scheduled update for region-file: (-2, 1) (Map: world)
[2024-07-18 13:05:04][FINE] Scheduled update for region-file: (-1, 1) (Map: world)
[2024-07-18 13:05:05][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:05:06][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:05:06][FINE] Scheduled update for region-file: (-2, 0) (Map: world)
[2024-07-18 13:05:16][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:05:16][FINE] Scheduled update for region-file: (-1, 1) (Map: world)
[2024-07-18 13:05:19][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:05:25][FINE] Scheduled update for region-file: (-2, 0) (Map: world)
[2024-07-18 13:05:25][FINE] Scheduled update for region-file: (-2, 1) (Map: world)
[2024-07-18 13:05:36][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:05:36][FINE] Scheduled update for region-file: (-2, 0) (Map: world)
[2024-07-18 13:05:48][FINE] Scheduled update for region-file: (-2, 0) (Map: world)
[2024-07-18 13:05:56][FINE] Scheduled update for region-file: (-1, 1) (Map: world)
[2024-07-18 13:06:08][FINE] Scheduled update for region-file: (-1, 2) (Map: world)
[2024-07-18 13:06:08][FINE] Scheduled update for region-file: (-2, 2) (Map: world)
[2024-07-18 13:06:10][FINE] Scheduled update for region-file: (-2, 1) (Map: world)
[2024-07-18 13:06:12][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:06:14][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:06:19][FINE] Scheduled update for region-file: (-1, 2) (Map: world)
[2024-07-18 13:06:19][FINE] Scheduled update for region-file: (-1, 1) (Map: world)
[2024-07-18 13:06:21][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:06:25][FINE] Scheduled update for region-file: (0, 2) (Map: world)
[2024-07-18 13:06:31][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:06:33][FINE] Scheduled update for region-file: (-1, 2) (Map: world)
[2024-07-18 13:06:33][FINE] Scheduled update for region-file: (0, 2) (Map: world)
[2024-07-18 13:06:45][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:06:51][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:06:57][FINE] Scheduled update for region-file: (-1, 1) (Map: world)
[2024-07-18 13:07:04][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:07:05][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:07:17][FINE] Scheduled update for region-file: (-1, 1) (Map: world)
[2024-07-18 13:07:17][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:07:18][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:07:19][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:07:27][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:07:27][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:07:27][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:07:28][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:07:29][FINE] Scheduled update for region-file: (-1, 2) (Map: world)
[2024-07-18 13:07:29][FINE] Scheduled update for region-file: (0, 2) (Map: world)
[2024-07-18 13:07:30][FINE] Scheduled update for region-file: (-1, 1) (Map: world)
[2024-07-18 13:07:38][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:07:44][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:07:46][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:07:46][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:07:53][FINE] Scheduled update for region-file: (0, 2) (Map: world)
[2024-07-18 13:07:53][FINE] Scheduled update for region-file: (1, 2) (Map: world)
[2024-07-18 13:07:56][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:08:00][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:08:00][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:08:05][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:08:09][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:08:09][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:08:13][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:08:32][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:08:39][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:08:43][FINE] Scheduled update for region-file: (0, 2) (Map: world)
[2024-07-18 13:08:43][FINE] Scheduled update for region-file: (1, 2) (Map: world)
[2024-07-18 13:08:45][FINE] Scheduled update for region-file: (0, 1) (Map: world)
[2024-07-18 13:08:47][FINE] Scheduled update for region-file: (-1, -1) (Map: world)
[2024-07-18 13:08:49][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:08:52][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:08:52][FINE] Scheduled update for region-file: (0, -1) (Map: world)
[2024-07-18 13:08:52][FINE] Scheduled update for region-file: (2, 1) (Map: world)
[2024-07-18 13:09:02][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:09:03][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:09:07][FINE] Scheduled update for region-file: (1, 2) (Map: world)
[2024-07-18 13:09:07][FINE] Scheduled update for region-file: (2, 2) (Map: world)
[2024-07-18 13:09:10][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:09:15][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:09:17][FINE] Scheduled update for region-file: (2, 1) (Map: world)
[2024-07-18 13:09:27][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:09:32][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:09:43][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:09:44][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:09:50][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:09:50][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:09:50][FINE] Scheduled update for region-file: (2, 1) (Map: world)
[2024-07-18 13:09:53][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:09:57][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:10:00][FINE] Scheduled update for region-file: (1, 2) (Map: world)
[2024-07-18 13:10:00][FINE] Scheduled update for region-file: (2, 2) (Map: world)
[2024-07-18 13:10:03][FINE] Scheduled update for region-file: (1, 1) (Map: world)
[2024-07-18 13:10:07][FINE] Scheduled update for region-file: (3, 1) (Map: world)
[2024-07-18 13:10:12][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:10:14][FINE] Scheduled update for region-file: (-1, 0) (Map: world)
[2024-07-18 13:10:23][FINE] Scheduled update for region-file: (2, 2) (Map: world)
[2024-07-18 13:10:23][FINE] Scheduled update for region-file: (3, 2) (Map: world)
[2024-07-18 13:10:31][FINE] Scheduled update for region-file: (3, 0) (Map: world)
[2024-07-18 13:10:35][FINE] Scheduled update for region-file: (3, 1) (Map: world)
[2024-07-18 13:10:40][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:10:47][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:10:47][FINE] Scheduled update for region-file: (3, 0) (Map: world)
[2024-07-18 13:10:47][FINE] Scheduled update for region-file: (2, 1) (Map: world)
[2024-07-18 13:10:47][FINE] Scheduled update for region-file: (3, 1) (Map: world)
[2024-07-18 13:11:00][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:11:05][FINE] Scheduled update for region-file: (2, -1) (Map: world)
[2024-07-18 13:11:09][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:11:09][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:11:21][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:11:24][FINE] Scheduled update for region-file: (3, 0) (Map: world)
[2024-07-18 13:11:31][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:11:36][FINE] Scheduled update for region-file: (3, 1) (Map: world)
[2024-07-18 13:11:44][FINE] Scheduled update for region-file: (3, -1) (Map: world)
[2024-07-18 13:11:49][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:11:49][FINE] Scheduled update for region-file: (3, 0) (Map: world)
[2024-07-18 13:12:01][FINE] Scheduled update for region-file: (2, 0) (Map: world)
[2024-07-18 13:12:01][FINE] Scheduled update for region-file: (3, 0) (Map: world)
[2024-07-18 13:12:01][FINE] Scheduled update for region-file: (3, -1) (Map: world)
[2024-07-18 13:12:05][FINE] Scheduled update for region-file: (2, -1) (Map: world)
[2024-07-18 13:12:18][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:12:19][FINE] Scheduled update for region-file: (1, -2) (Map: world)
[2024-07-18 13:12:19][FINE] Scheduled update for region-file: (2, -2) (Map: world)
[2024-07-18 13:12:24][FINE] Scheduled update for region-file: (2, -1) (Map: world)
[2024-07-18 13:12:39][FINE] Scheduled update for region-file: (3, -1) (Map: world)
[2024-07-18 13:12:45][FINE] Scheduled update for region-file: (2, -1) (Map: world)
[2024-07-18 13:12:51][FINE] Scheduled update for region-file: (3, 0) (Map: world)
[2024-07-18 13:12:58][FINE] Scheduled update for region-file: (3, -2) (Map: world)
[2024-07-18 13:12:59][FINE] Scheduled update for region-file: (0, 0) (Map: world)
[2024-07-18 13:13:02][FINE] Scheduled update for region-file: (3, -1) (Map: world)
[2024-07-18 13:13:12][FINE] Scheduled update for region-file: (2, -2) (Map: world)
[2024-07-18 13:13:12][FINE] Scheduled update for region-file: (2, -1) (Map: world)
[2024-07-18 13:13:22][FINE] Scheduled update for region-file: (2, -1) (Map: world)
[2024-07-18 13:13:22][FINE] Scheduled update for region-file: (3, -1) (Map: world)
[2024-07-18 13:13:22][FINE] Scheduled update for region-file: (2, -2) (Map: world)
[2024-07-18 13:13:22][FINE] Scheduled update for region-file: (3, -2) (Map: world)
[2024-07-18 13:13:27][FINE] Scheduled update for region-file: (2, -2) (Map: world)
[2024-07-18 13:13:30][FINE] Scheduled update for region-file: (1, -2) (Map: world)
[2024-07-18 13:13:37][FINE] Scheduled update for region-file: (1, -3) (Map: world)
[2024-07-18 13:13:47][FINE] Scheduled update for region-file: (1, -3) (Map: world)
[2024-07-18 13:13:47][FINE] Scheduled update for region-file: (2, -3) (Map: world)
[2024-07-18 13:13:53][FINE] Scheduled update for region-file: (2, -2) (Map: world)
[2024-07-18 13:13:58][FINE] Scheduled update for region-file: (1, -2) (Map: world)
[2024-07-18 13:14:05][FINE] Scheduled update for region-file: (1, -2) (Map: world)
[2024-07-18 13:14:09][FINE] Scheduled update for region-file: (3, -2) (Map: world)
[2024-07-18 13:14:15][FINE] Scheduled update for region-file: (2, -2) (Map: world)
[2024-07-18 13:14:21][FINE] Scheduled update for region-file: (3, -1) (Map: world)
[2024-07-18 13:14:29][FINE] Scheduled update for region-file: (3, -3) (Map: world)
[2024-07-18 13:14:34][FINE] Scheduled update for region-file: (3, -2) (Map: world)
[2024-07-18 13:14:47][FINE] Scheduled update for region-file: (2, -2) (Map: world)
[2024-07-18 13:14:47][FINE] Scheduled update for region-file: (3, -2) (Map: world)
[2024-07-18 13:14:47][FINE] Scheduled update for region-file: (2, -3) (Map: world)
[2024-07-18 13:14:47][FINE] Scheduled update for region-file: (3, -3) (Map: world)
[2024-07-18 13:14:55][FINE] Scheduled update for region-file: (0, -2) (Map: world)
[2024-07-18 13:15:01][FINE] Scheduled update for region-file: (0, -3) (Map: world)
[2024-07-18 13:15:11][FINE] Scheduled update for region-file: (0, -3) (Map: world)
[2024-07-18 13:15:11][FINE] Scheduled update for region-file: (1, -3) (Map: world)
[2024-07-18 13:15:17][FINE] Scheduled update for region-file: (1, -2) (Map: world)
[2024-07-18 13:15:28][FINE] Scheduled update for region-file: (0, -2) (Map: world)
[2024-07-18 13:15:47][FINE] Scheduled update for region-file: (2, -3) (Map: world)
[2024-07-18 13:16:05][FINE] Scheduled update for region-file: (1, -2) (Map: world)
[2024-07-18 13:16:05][FINE] Scheduled update for region-file: (1, -3) (Map: world)
[2024-07-18 13:16:05][FINE] Scheduled update for region-file: (2, -3) (Map: world)
[2024-07-18 13:16:10][FINE] Scheduled update for region-file: (0, -2) (Map: world)
[2024-07-18 13:16:13][FINE] Scheduled update for region-file: (-1, -2) (Map: world)
[2024-07-18 13:16:21][FINE] Scheduled update for region-file: (-1, -3) (Map: world)
[2024-07-18 13:16:30][FINE] Scheduled update for region-file: (0, -3) (Map: world)
[2024-07-18 13:16:35][FINE] Scheduled update for region-file: (0, -2) (Map: world)
[2024-07-18 13:16:38][FINE] Scheduled update for region-file: (-1, -2) (Map: world)
[2024-07-18 13:16:46][FINE] Scheduled update for region-file: (-1, -2) (Map: world)
[2024-07-18 13:17:04][FINE] Scheduled update for region-file: (1, -3) (Map: world)
[2024-07-18 13:17:21][FINE] Scheduled update for region-file: (0, -2) (Map: world)
[2024-07-18 13:17:21][FINE] Scheduled update for region-file: (0, -3) (Map: world)
[2024-07-18 13:17:21][FINE] Scheduled update for region-file: (1, -3) (Map: world)
[2024-07-18 13:17:27][FINE] Scheduled update for region-file: (-1, -2) (Map: world)
